date,meal,food_id,qty,note,source
2025-03-27,spuntino,ricotta_vaccina,150,"ciotola grande di crema al cacao e ricotta",foto
2025-03-27,spuntino,cacao_100,20,,foto
2025-03-27,colazione,pane_integrale,80,"pane con marmellata e caffe'",foto
2025-03-27,colazione,marmellata_fragola,25,,foto
2025-03-27,colazione,caffe_espresso,1,,foto
2025-03-28,cena,cavolfiore,250,"cimette di cavolfiore arrosto",foto
2025-03-28,pranzo,farina_ceci,120,"fette di torta salata verde agli spinaci",foto
2025-03-28,pranzo,spinaci,180,,foto
2025-03-28,colazione,uovo_intero,3,"uova strapazzate con una salsa rossa e pane scuro",foto
2025-03-28,colazione,pane_segale,80,,foto
2025-03-28,spuntino,ricotta_vaccina,150,"ciotola di crema al cacao",foto
2025-03-28,spuntino,cacao_100,20,,foto
2025-03-29,pranzo,pizza_base,1,"pizza bianca con formaggio e prosciutto crudo",foto
2025-03-29,pranzo,prosciutto_crudo,60,,foto
2025-03-29,pranzo,mozzarella,80,,foto
2025-03-29,cena,couscous,90,"couscous con verdure, spinaci e spicchi di patata dolce",foto
2025-03-29,cena,spinaci,180,,foto
2025-03-29,cena,patate_dolci,220,,foto
2025-03-29,colazione,cappuccino,1,"cappuccino con una brioche zuccherata",foto
2025-03-29,colazione,croissant_vuoto,1,,foto
2025-03-30,pranzo,couscous,90,"couscous con fagioli neri e spinaci in salsa verde",foto
2025-03-30,pranzo,fagioli_neri_scatola,200,,foto
2025-03-30,pranzo,spinaci,180,,foto
2025-03-30,cena,couscous,90,"couscous con zucca e grana",foto
2025-03-30,cena,zucca,200,,foto
2025-03-30,cena,grana_padano,25,,foto
2025-03-30,colazione,cacao_100,15,"cioccolata calda con una brioche",foto
2025-03-30,colazione,latte_ps,200,,foto
2025-03-30,colazione,croissant_vuoto,1,,foto
2025-03-30,spuntino,lenticchie_secche,60,"zuppa di lenticchie con cracker di segale",foto
2025-03-30,spuntino,pane_segale,40,,foto
2025-03-31,pranzo,couscous,90,"couscous con fagioli neri e cipolla, con patate dolci a bastoncini",foto
2025-03-31,pranzo,fagioli_neri_scatola,200,,foto
2025-03-31,pranzo,patate_dolci,200,,foto
2025-03-31,spuntino,biscotto,2,"cialda caramellata comprata per strada (stroopwafel), registrata come biscotti",foto
2025-03-31,cena,lenticchie_secche,80,"zuppa di lenticchie e verdure con cracker di segale",foto
2025-03-31,cena,pane_segale,40,,foto
2025-04-01,colazione,uovo_intero,3,"pane di segale con uova strapazzate, insalata e funghi",foto
2025-04-01,colazione,pane_segale,80,,foto
2025-04-01,colazione,funghi,100,,foto
2025-04-01,pranzo,carne_macinata_manzo,160,"polpette al forno con panna e confettura rossa, stile scandinavo",foto
2025-04-01,pranzo,panna_montata,30,,foto
2025-04-01,pranzo,marmellata_fragola,25,,foto
2025-04-01,cena,farro_perlato,90,"zuppa di farro e lenticchie con cubetti di tofu",foto
2025-04-01,cena,lenticchie_secche,70,,foto
2025-04-01,cena,tofu,100,,foto
2025-04-01,spuntino,cacao_100,15,"cioccolata calda",foto
2025-04-01,spuntino,latte_ps,200,,foto
2025-04-02,pranzo,pizza_base,1,"pizza con prosciutto crudo, funghi, olive e mozzarella",foto
2025-04-02,pranzo,prosciutto_crudo,60,,foto
2025-04-02,pranzo,funghi,80,,foto
2025-04-02,pranzo,olive,30,,foto
2025-04-02,pranzo,mozzarella,80,,foto
2025-04-02,spuntino,datteri,50,"barretta scura durante un giro in bici, registrata come datteri e avena",foto
2025-04-02,spuntino,avena_fiocchi,30,,foto
2025-04-03,pranzo,farro_perlato,90,"insalata di farro con verdure e glassa di aceto balsamico",foto
2025-04-03,pranzo,zucchine,120,,foto
2025-04-03,pranzo,carote,100,,foto
2025-04-03,cena,farro_perlato,90,"pentolone di minestrone di farro, fagioli e verdure",foto
2025-04-03,cena,fagioli_cannellini,180,,foto
2025-04-03,spuntino,banana,1,"crema fredda al cacao con fette di banana",foto
2025-04-03,spuntino,cacao_100,15,,foto
2025-04-04,colazione,uovo_intero,3,"uova strapazzate con zucca arrosto e pane a lievitazione naturale",foto
2025-04-04,colazione,zucca,180,,foto
2025-04-04,colazione,pane_integrale,90,,foto
2025-04-04,pranzo,couscous,90,"couscous con verdure",foto
2025-04-04,pranzo,carote,100,,foto
2025-04-04,cena,piadina,120,"piadina con prosciutto crudo e insalata",foto
2025-04-04,cena,prosciutto_crudo,60,,foto
2025-04-04,cena,insalata_mista,60,,foto
2025-04-04,spuntino,crostata_frutta,100,"crostatine con marmellata",foto
2025-04-04,spuntino,cacao_100,15,"frullato al cioccolato con pane e marmellata",foto
2025-04-04,spuntino,latte_ps,250,,foto
2025-04-05,pranzo,ceci_scatola,250,"curry di ceci e zucca",foto
2025-04-05,pranzo,zucca,200,,foto
2025-04-05,pranzo,curry_polvere,8,,foto
2025-04-05,spuntino,panino_farcito,1,"panino avvolto nella stagnola durante un giro in bici",foto
2025-04-05,colazione,uovo_intero,3,"uova strapazzate con pomodori, insalata e pane a lievitazione naturale",foto
2025-04-05,colazione,pomodorini,120,,foto
2025-04-05,colazione,pane_integrale,90,,foto
2025-04-06,pranzo,pizza_base,1,"pizza con patate, prosciutto cotto e formaggio",foto
2025-04-06,pranzo,patate,150,,foto
2025-04-06,pranzo,prosciutto_cotto,60,,foto
2025-04-06,pranzo,mozzarella,80,,foto
2025-04-06,spuntino,focaccia,120,"focaccia con pomodorini",foto
2025-04-06,colazione,avena_fiocchi,70,"porridge al cioccolato con banana e caffe'",foto
2025-04-06,colazione,cacao_100,15,,foto
2025-04-06,colazione,banana,1,,foto
2025-04-06,colazione,latte_ps,250,,foto
2025-04-06,colazione,caffe_espresso,1,,foto
2025-04-06,cena,ceci_scatola,250,"ceci con carote e ricotta",foto
2025-04-06,cena,carote,120,,foto
2025-04-06,cena,ricotta_vaccina,100,,foto
2025-04-07,colazione,croissant_vuoto,2,"waffle a una tavolata in famiglia, registrati come dolce da colazione",foto
2025-04-07,pranzo,sformato_verdure,200,"torta salata con porri e zucchine",foto
2025-04-07,pranzo,riso_carnaroli,110,"risotto con ragu' di carne",foto
2025-04-07,pranzo,ragu_carne,150,,foto
2025-04-07,spuntino,torta_semplice,110,"torta di zucca",foto
2025-04-08,colazione,pane_segale,80,"pane scuro con marmellata e burro d'arachidi",foto
2025-04-08,colazione,marmellata_fragola,25,,foto
2025-04-08,colazione,burro_arachidi_sgrassato,20,,foto
2025-04-08,pranzo,bistecca_manzo,180,"tagliata di manzo con rucola e patate dolci a bastoncini",foto
2025-04-08,pranzo,rucola,40,,foto
2025-04-08,pranzo,patate_dolci,200,,foto
2025-04-08,spuntino,ricotta_vaccina,150,"ciotola di crema al cacao con pezzi di arancia",foto
2025-04-08,spuntino,cacao_100,20,,foto
2025-04-08,spuntino,arancia,1,,foto
2025-04-09,pranzo,pizza_base,1,"pizza con prosciutto crudo, burrata e capperi",foto
2025-04-09,pranzo,prosciutto_crudo,60,,foto
2025-04-09,pranzo,burrata,100,,foto
2025-04-10,pranzo,couscous,90,"couscous con verdure e pezzi di pollo",foto
2025-04-10,pranzo,petto_pollo,140,,foto
2025-04-10,pranzo,peperoni,120,,foto
2025-04-10,colazione,cornetto_crema,1,"brioche alla crema con cappuccino",foto
2025-04-10,colazione,cappuccino,1,,foto
2025-04-11,pranzo,pizza_base,1,"pizza con rucola al ristorante",foto
2025-04-11,pranzo,rucola,40,,foto
2025-04-11,cena,farro_perlato,90,"farro con crostini di pane",foto
2025-04-11,cena,ceci_scatola,200,"ceci con pomodoro",foto
2025-04-11,cena,passata_pomodoro,120,,foto
2025-04-11,spuntino,pane_integrale,80,"bruschetta con rucola, peperoni e mais",foto
2025-04-11,spuntino,peperoni,100,,foto
2025-04-11,spuntino,mais_dolce,80,,foto
2025-04-11,colazione,cappuccino,1,"cappuccino con un muffin",foto
2025-04-11,colazione,torta_semplice,90,,foto
2025-04-12,spuntino,gelato_cono,150,"cono gelato a due gusti",foto
2025-04-12,pranzo,couscous,90,"couscous con ceci e pomodoro",foto
2025-04-12,pranzo,ceci_scatola,250,,foto
2025-04-12,pranzo,passata_pomodoro,100,,foto
2025-04-12,colazione,cappuccino,1,"cappuccino con un cornetto",foto
2025-04-12,colazione,croissant_vuoto,1,,foto
2025-04-13,pranzo,pane_segale,80,"pane scuro con insalata di ceci",foto
2025-04-13,pranzo,ceci_scatola,250,,foto
2025-04-13,colazione,uovo_intero,3,"uova strapazzate",foto
2025-04-13,cena,panino_farcito,1,"panino ripieno di spinaci e formaggio",foto
2025-04-13,spuntino,crostata_frutta,110,"crostatina ai frutti di bosco",foto
2025-04-13,spuntino,latte_ps,250,"frullato",foto
2025-04-13,spuntino,cornetto_crema,1,"bomboloni fritti, registrati come dolce alla crema",foto
2025-04-14,pranzo,carne_maiale,160,"pranzo di compleanno al ristorante: arrosto con contorno di cereali e verdura",foto
2025-04-14,pranzo,farro_perlato,90,,foto
2025-04-14,pranzo,caffe_espresso,1,,foto
2025-04-14,spuntino,crostata_frutta,120,"crostate di frutta alla festa",foto
2025-04-14,colazione,cappuccino,1,"cappuccino con uno strudel in pasticceria",foto
2025-04-14,colazione,strudel_mele,110,,foto
2025-04-15,pranzo,salsiccia,100,"ciotola con salume a fette, avocado, carote, limone e crostini di farinata",foto
2025-04-15,pranzo,avocado,70,,foto
2025-04-15,pranzo,carote,120,,foto
2025-04-15,pranzo,farina_ceci,60,,foto
2025-04-15,cena,fagioli_cannellini,200,"stufato di fagioli con carote, zucchine e patate",foto
2025-04-15,cena,carote,120,,foto
2025-04-15,cena,zucchine,120,,foto
2025-04-15,cena,patate,150,,foto
2025-04-16,pranzo,ceci_scatola,250,"purea di ceci e couscous",foto
2025-04-16,pranzo,couscous,80,,foto
2025-04-16,cena,pasta_semola,110,"pasta e fagioli col pomodoro",foto
2025-04-16,cena,fagioli_cannellini,180,,foto
2025-04-16,cena,passata_pomodoro,120,,foto
2025-04-17,spuntino,cacao_100,15,"frullato al cioccolato con pane e marmellata sui piatti a cuore",foto
2025-04-17,spuntino,latte_ps,250,,foto
2025-04-17,spuntino,pane_segale,80,,foto
2025-04-17,spuntino,marmellata_fragola,25,,foto
2025-04-18,pranzo,pizza_base,1,"pizza con prosciutto crudo e mozzarella",foto
2025-04-18,pranzo,prosciutto_crudo,60,,foto
2025-04-18,pranzo,mozzarella,80,,foto
2025-04-18,cena,pasta_semola,110,"pasta corta con ricotta, broccoli, carote e peperoni",foto
2025-04-18,cena,ricotta_vaccina,100,,foto
2025-04-18,cena,broccoli,150,,foto
2025-04-18,cena,peperoni,100,,foto
2025-04-18,spuntino,panino_farcito,1,"toast con mortadella e pomodoro",foto
2025-04-18,colazione,cappuccino,1,"cappuccino con una fetta di torta, vista sulle montagne",foto
2025-04-18,colazione,torta_semplice,110,,foto
2025-04-19,pranzo,couscous,90,"couscous con salsiccia e funghi e pane di segale",foto
2025-04-19,pranzo,salsiccia,100,,foto
2025-04-19,pranzo,funghi,100,,foto
2025-04-19,pranzo,pane_segale,80,,foto
2025-04-19,cena,pasta_uovo,110,"tagliatelle ai funghi in rifugio con patate",foto
2025-04-19,cena,funghi,120,,foto
2025-04-19,cena,patate,180,,foto
2025-04-19,colazione,caffe_espresso,1,"caffe' con una focaccia al cioccolato",foto
2025-04-19,colazione,focaccia,100,,foto
2025-04-20,pranzo,couscous,90,"couscous con zucca e verdure e pane",foto
2025-04-20,pranzo,zucca,200,,foto
2025-04-20,pranzo,pane_integrale,80,,foto
2025-04-20,cena,polenta_cotta,250,"polenta con salsiccia",foto
2025-04-20,cena,salsiccia,110,,foto
2025-04-20,spuntino,pasta_semola,110,"fusilli al pesto con pollo",foto
2025-04-20,spuntino,petto_pollo,140,,foto
2025-04-20,colazione,croissant_vuoto,1,"cruffin con il caffe'",foto
2025-04-20,colazione,caffe_espresso,1,,foto
2025-04-21,pranzo,piadina,120,"grigliata di Pasquetta: piadina con prosciutto crudo",foto
2025-04-21,pranzo,prosciutto_crudo,60,,foto
2025-04-21,pranzo,carne_macinata_manzo,180,"hamburger e salsiccia sulla brace",foto
2025-04-21,pranzo,salsiccia,100,,foto
2025-04-21,pranzo,insalata_mista,80,,foto
2025-04-21,spuntino,fragole,150,"fragole con la panna",foto
2025-04-21,spuntino,panna_montata,40,,foto
2025-04-22,colazione,uovo_intero,3,"uova strapazzate con avocado e zucca arrosto su pane di segale",foto
2025-04-22,colazione,avocado,70,,foto
2025-04-22,colazione,zucca,180,,foto
2025-04-22,colazione,pane_segale,80,,foto
2025-04-22,pranzo,pasta_semola,110,"pasta con ricotta e spinaci",foto
2025-04-22,pranzo,ricotta_vaccina,100,,foto
2025-04-22,pranzo,spinaci,180,,foto
2025-04-22,spuntino,torta_cioccolato,100,"brownie con un frullato alla fragola",foto
2025-04-22,spuntino,fragole,150,,foto
2025-04-22,cena,panino_farcito,1,"panino con uovo su pane integrale",foto
2025-04-23,pranzo,pizza_base,1,"pizza con prosciutto cotto e uovo, pizzeria in gruppo",foto
2025-04-23,pranzo,prosciutto_cotto,60,,foto
2025-04-23,pranzo,uovo_intero,1,,foto
2025-04-23,cena,patate,220,"patate e zucca arrosto a cubetti",foto
2025-04-23,cena,zucca,200,,foto
2025-04-23,colazione,cappuccino,1,"cappuccino con un cornetto al cioccolato",foto
2025-04-23,colazione,croissant_vuoto,1,,foto
2025-04-24,pranzo,farro_perlato,90,"zuppa di farro e lenticchie con pomodoro e ricotta",foto
2025-04-24,pranzo,lenticchie_secche,70,,foto
2025-04-24,pranzo,passata_pomodoro,120,,foto
2025-04-24,pranzo,ricotta_vaccina,80,,foto
2025-04-25,pranzo,pasta_semola,120,"rigatoni con grana a un pranzo di gruppo",foto
2025-04-25,pranzo,grana_padano,25,,foto
2025-04-25,colazione,croissant_vuoto,1,"cornetto al cioccolato in panetteria",foto
2025-04-26,colazione,uovo_intero,3,"uova strapazzate con avocado, pane di segale e prosciutto cotto",foto
2025-04-26,colazione,avocado,70,,foto
2025-04-26,colazione,pane_segale,80,,foto
2025-04-26,colazione,prosciutto_cotto,50,,foto
2025-04-26,spuntino,banana,1,"ristoro di una granfondo con banane e barrette",foto
2025-04-26,cena,panino_bianco,1,"hamburger con bacon, formaggio e anello di cipolla al pub",foto
2025-04-26,cena,carne_macinata_manzo,180,,foto
2025-04-26,cena,bacon,30,,foto
2025-04-26,cena,birra,400,,foto
2025-04-27,pranzo,pizza_margherita,1,"pizzeria in gruppo dopo un giro in bici",foto
2025-04-27,cena,ceci_scatola,250,"ceci in umido col pomodoro e uova affogate",foto
2025-04-27,cena,passata_pomodoro,150,,foto
2025-04-27,cena,uovo_intero,2,,foto
2025-04-27,colazione,croissant_vuoto,1,"cornetto e panini ai semi",foto
2025-04-28,pranzo,pasta_uovo,110,"tagliatelle al ragu' all'osteria",foto
2025-04-28,pranzo,ragu_carne,150,,foto
2025-04-28,cena,sformato_verdure,200,"fetta di torta salata",foto
2025-04-29,pranzo,pizza_base,1,"pizza con bresaola, rucola e grana",foto
2025-04-29,pranzo,bresaola,60,,foto
2025-04-29,pranzo,rucola,40,,foto
2025-04-29,pranzo,grana_padano,25,,foto
2025-05-03,pranzo,carne_macinata_manzo,160,"ciotola di macinato al pomodoro con avocado e broccoli",foto
2025-05-03,pranzo,avocado,70,,foto
2025-05-03,pranzo,broccoli,180,,foto
2025-05-05,pranzo,petto_pollo,180,"rollata di pollo con spinaci e una fetta di farinata",foto
2025-05-05,pranzo,spinaci,150,,foto
2025-05-05,pranzo,farina_ceci,80,,foto
2025-05-05,colazione,uovo_intero,3,"uova strapazzate con avocado",foto
2025-05-05,colazione,avocado,70,,foto
2025-05-05,spuntino,cacao_100,15,"frullato al cioccolato",foto
2025-05-05,spuntino,latte_ps,250,,foto
2025-05-05,spuntino,fragole,150,"fragole",foto
2025-05-06,pranzo,pane_segale,80,"pane scuro con purea di patata dolce e carota, rucola e uova",foto
2025-05-06,pranzo,patate_dolci,200,,foto
2025-05-06,pranzo,rucola,40,,foto
2025-05-06,pranzo,uovo_intero,2,,foto
2025-05-07,pranzo,pizza_base,1,"pizza con pomodorini e ricotta",foto
2025-05-07,pranzo,pomodorini,120,,foto
2025-05-07,pranzo,ricotta_vaccina,100,,foto
2025-05-07,cena,pasta_semola,110,"pasta con pesto e spinaci",foto
2025-05-07,cena,spinaci,180,,foto
2025-05-07,colazione,pane_segale,80,"pane scuro con avocado e hummus di peperoni",foto
2025-05-07,colazione,avocado,70,,foto
2025-05-07,colazione,hummus,80,,foto
2025-05-08,pranzo,farro_perlato,90,"farro con zucca e verdure",foto
2025-05-08,pranzo,zucca,200,,foto
2025-05-08,spuntino,torta_cioccolato,100,"brownie con il caffe'",foto
2025-05-08,spuntino,caffe_espresso,1,,foto
2025-05-09,pranzo,bistecca_manzo,180,"filetto di manzo con lenticchie e purea di couscous e limone",foto
2025-05-09,pranzo,lenticchie_secche,80,,foto
2025-05-09,pranzo,couscous,80,,foto
2025-05-10,pranzo,uovo_intero,2,"uova affogate nel sugo di lenticchie e pomodoro",foto
2025-05-10,pranzo,lenticchie_secche,80,,foto
2025-05-10,pranzo,passata_pomodoro,150,,foto
2025-05-10,cena,pane_segale,90,"pagnotta scura ai semi tagliata a fette",foto
2025-05-11,pranzo,pizza_base,1,"trancio di pizza con scaglie di grana, pranzo in famiglia",foto
2025-05-11,pranzo,grana_padano,25,,foto
2025-05-11,cena,fagioli_cannellini,200,"stufato di verdure e fagioli con pane a lievitazione naturale",foto
2025-05-11,cena,pane_integrale,90,,foto
2025-05-11,spuntino,barbabietola,120,"crema fredda viola di barbabietola",foto
2025-05-11,spuntino,banana,1,,foto
2025-05-12,pranzo,polenta_cotta,250,"polenta con spezzatino di carne e funghi",foto
2025-05-12,pranzo,carne_macinata_manzo,160,,foto
2025-05-12,pranzo,funghi,120,,foto
2025-05-12,cena,piadina,120,"girelle di piadina alla barbabietola con spinaci e ricotta",foto
2025-05-12,cena,barbabietola,100,,foto
2025-05-12,cena,spinaci,180,,foto
2025-05-12,cena,ricotta_vaccina,100,,foto
2025-05-12,spuntino,barbabietola,100,"mousse di barbabietola e cacao",foto
2025-05-12,spuntino,cacao_100,15,,foto
2025-05-13,pranzo,piadina,120,"piadina alla barbabietola con ceci e mais",foto
2025-05-13,pranzo,barbabietola,100,,foto
2025-05-13,pranzo,ceci_scatola,250,,foto
2025-05-13,pranzo,mais_dolce,100,,foto
2025-05-13,colazione,banana,1,"banana con burro d'arachidi",foto
2025-05-13,colazione,burro_arachidi_sgrassato,20,,foto
2025-05-13,cena,uovo_intero,3,"uova strapazzate con piselli e broccoli e pane di segale",foto
2025-05-13,cena,piselli_verdi,120,,foto
2025-05-13,cena,broccoli,150,,foto
2025-05-13,cena,pane_segale,80,,foto
2025-05-14,pranzo,farro_perlato,90,"farro con lenticchie, spinaci e cubetti di melone e pane di segale",foto
2025-05-14,pranzo,lenticchie_secche,70,,foto
2025-05-14,pranzo,spinaci,150,,foto
2025-05-14,pranzo,melone,200,,foto
2025-05-14,pranzo,pane_segale,80,,foto
2025-05-14,cena,piadina,120,"piadina alla barbabietola con ricotta e pomodoro",foto
2025-05-14,cena,barbabietola,100,,foto
2025-05-14,cena,ricotta_vaccina,100,,foto
2025-05-15,colazione,uovo_intero,3,"uova strapazzate con pomodoro, crema di avocado e pane a lievitazione naturale",foto
2025-05-15,colazione,pomodorini,120,,foto
2025-05-15,colazione,avocado,70,,foto
2025-05-15,colazione,pane_integrale,90,,foto
2025-05-15,pranzo,petto_pollo,150,"pollo a cubetti con peperoni, farro e carote",foto
2025-05-15,pranzo,peperoni,120,,foto
2025-05-15,pranzo,farro_perlato,90,,foto
2025-05-15,pranzo,carote,100,,foto
2025-05-15,spuntino,cacao_100,15,"frullato al cioccolato con pane e marmellata",foto
2025-05-15,spuntino,latte_ps,250,,foto
2025-05-15,spuntino,pane_segale,80,,foto
2025-05-15,spuntino,marmellata_fragola,25,,foto
2025-05-16,spuntino,cheesecake,120,"cheesecake con confettura ai frutti di bosco",foto
2025-05-16,spuntino,torta_semplice,110,"torta di compleanno con le candeline",foto
2025-05-16,cena,pane_integrale,90,"pagnotta fatta in casa",foto
2025-05-16,spuntino,mela,1,"una mela",foto
2025-05-16,colazione,banana,1,"crema fredda al cacao con avena e fragole",foto
2025-05-16,colazione,cacao_100,15,,foto
2025-05-16,colazione,avena_fiocchi,50,,foto
2025-05-16,colazione,fragole,120,,foto
2025-05-17,pranzo,pizza_base,1,"pizza con prosciutto cotto, funghi e cipolla",foto
2025-05-17,pranzo,prosciutto_cotto,60,,foto
2025-05-17,pranzo,funghi,80,,foto
2025-05-17,pranzo,cipolla,50,,foto
2025-05-17,cena,pane_bianco,150,"pagnotta svuotata e riempita di ceci in umido",foto
2025-05-17,cena,ceci_scatola,250,,foto
2025-05-17,spuntino,cappuccino,1,"cappuccino",foto
2025-05-18,colazione,pane_integrale,90,"pane a lievitazione naturale con avocado, salmone affumicato e rucola",foto
2025-05-18,colazione,avocado,70,,foto
2025-05-18,colazione,salmone_affumicato,80,,foto
2025-05-18,colazione,rucola,40,,foto
2025-05-18,pranzo,uovo_intero,3,"uova strapazzate con una fetta di torta salata",foto
2025-05-18,pranzo,sformato_verdure,150,,foto
2025-05-19,spuntino,sformato_verdure,180,"torta salata avvolta nella stagnola durante un giro in bici",foto
2025-05-19,pranzo,ceci_scatola,250,"stufato di ceci e verdure in un locale con vista",foto
2025-05-19,colazione,pane_segale,80,"pane scuro con avocado e pomodorini",foto
2025-05-19,colazione,avocado,70,,foto
2025-05-19,colazione,pomodorini,100,,foto
2025-05-20,pranzo,peperoni,120,"peperoni arrostiti, patate, broccoli e bresaola con pane ai semi",foto
2025-05-20,pranzo,patate,180,,foto
2025-05-20,pranzo,broccoli,150,,foto
2025-05-20,pranzo,bresaola,60,,foto
2025-05-20,pranzo,pane_segale,80,,foto
2025-05-21,spuntino,sformato_verdure,180,"torta salata sbriciolata in vaschetta di alluminio",foto
2025-05-21,cena,pane_segale,90,"pagnotta scura ai semi",foto
2025-05-22,pranzo,farina_ceci,120,"farinata di ceci in padella",foto
2025-05-22,cena,farro_perlato,90,"farro con ricotta e verdure",foto
2025-05-22,cena,ricotta_vaccina,100,,foto
2025-05-22,cena,carote,100,,foto
2025-05-22,spuntino,lenticchie_secche,70,"stufato di lenticchie",foto
2025-05-24,cena,bistecca_manzo,200,"bistecca sulla pietra con patatine fritte, cena formale",foto
2025-05-24,cena,patatine_fritte,150,,foto
2025-05-24,pranzo,pasta_semola,110,"pasta viola alla barbabietola con basilico e pane di segale",foto
2025-05-24,pranzo,barbabietola,100,,foto
2025-05-24,pranzo,pane_segale,80,,foto
2025-05-24,colazione,barbabietola,100,"smoothie bowl rosa alla barbabietola con avena e semi",foto
2025-05-24,colazione,avena_fiocchi,40,,foto
2025-05-24,colazione,banana,1,,foto
2025-05-24,spuntino,sformato_verdure,150,"torta salata con un cappuccino",foto
2025-05-24,spuntino,cappuccino,1,,foto
2025-05-25,pranzo,couscous,90,"couscous con macinato e verdure e pane di segale",foto
2025-05-25,pranzo,carne_macinata_manzo,150,,foto
2025-05-25,pranzo,carote,100,,foto
2025-05-25,pranzo,pane_segale,80,,foto
2025-05-26,cena,panino_bianco,1,"hamburger con funghi",foto
2025-05-26,cena,carne_macinata_manzo,150,,foto
2025-05-26,cena,funghi,100,,foto
2025-05-26,spuntino,barbabietola,120,"mousse di barbabietola e cacao nel piatto a fiori",foto
2025-05-26,spuntino,cacao_100,15,,foto
2025-05-27,pranzo,petto_pollo,150,"pollo al curry con peperoni e cubetti di melone",foto
2025-05-27,pranzo,peperoni,120,,foto
2025-05-27,pranzo,melone,200,,foto
2025-05-27,cena,sformato_verdure,200,"torta salata con cipolle e pomodori",foto
2025-05-28,pranzo,pasta_semola,120,"lasagne con spinaci a lato",foto
2025-05-28,pranzo,spinaci,180,,foto
2025-05-28,colazione,barbabietola,120,"smoothie bowl alla barbabietola con semi",foto
2025-05-28,colazione,banana,1,,foto
2025-05-28,cena,petto_pollo,150,"cotoletta impanata con patate",foto
2025-05-28,cena,patate,200,,foto
2025-05-28,spuntino,cappuccino,1,"cappuccino con un dolce ai lamponi",foto
2025-05-28,spuntino,crostata_frutta,100,,foto
2025-05-29,pranzo,couscous,90,"couscous con ceci, peperoni, barbabietola e patata dolce",foto
2025-05-29,pranzo,ceci_scatola,250,,foto
2025-05-29,pranzo,peperoni,100,,foto
2025-05-29,pranzo,barbabietola,100,,foto
2025-05-29,pranzo,patate_dolci,200,,foto
2025-05-29,colazione,uovo_intero,3,"uova strapazzate con avocado, prosciutto cotto e patate viola",foto
2025-05-29,colazione,avocado,70,,foto
2025-05-29,colazione,prosciutto_cotto,50,,foto
2025-05-29,colazione,patate,150,,foto
2025-05-30,cena,pane_segale,90,"pane viola ai semi con rosmarino, fatto in casa",foto
2025-05-30,cena,barbabietola,80,,foto
2025-05-30,pranzo,ceci_scatola,250,"stufato di ceci e verdure con patata dolce",foto
2025-05-30,pranzo,patate_dolci,200,,foto
2025-05-30,colazione,barbabietola,120,"smoothie bowl alla barbabietola con granola",foto
2025-05-30,colazione,avena_fiocchi,40,,foto
2025-05-30,colazione,banana,1,,foto
2025-05-30,spuntino,pane_segale,80,"pane viola con prosciutto cotto",foto
2025-05-30,spuntino,prosciutto_cotto,50,,foto
2025-05-31,pranzo,pizza_base,1,"pizza con bresaola, rucola e grana",foto
2025-05-31,pranzo,bresaola,60,,foto
2025-05-31,pranzo,rucola,40,,foto
2025-05-31,pranzo,grana_padano,25,,foto
2025-05-31,spuntino,crostata_frutta,110,"fetta di crostata con panna su una panchina in montagna",foto
2025-05-31,spuntino,panna_montata,30,,foto
2025-06-01,pranzo,lenticchie_secche,80,"lenticchie con verdure e pane a lievitazione naturale",foto
2025-06-01,pranzo,pane_integrale,90,,foto
2025-06-01,cena,bistecca_manzo,180,"fette di carne con couscous, zucca arrosto e torta salata",foto
2025-06-01,cena,couscous,90,,foto
2025-06-01,cena,zucca,200,,foto
2025-06-01,cena,sformato_verdure,120,,foto
2025-06-01,spuntino,pizza_base,1,"pizza al taglio con prosciutto cotto",foto
2025-06-01,spuntino,prosciutto_cotto,50,,foto
2025-06-02,pranzo,carne_maiale,220,"grigliata con amici: costine e carne alla brace",foto
2025-06-02,pranzo,petto_pollo,150,,foto
2025-06-03,colazione,uovo_intero,3,"uova strapazzate con avocado e pane alla barbabietola",foto
2025-06-03,colazione,avocado,70,,foto
2025-06-03,colazione,pane_segale,80,,foto
2025-06-03,colazione,barbabietola,60,,foto
2025-06-04,pranzo,patate_dolci,250,"patata dolce con curry di ceci e verdure",foto
2025-06-04,pranzo,ceci_scatola,250,,foto
2025-06-04,pranzo,curry_polvere,8,,foto
2025-06-05,cena,pizza_margherita,1,"pizza al ristorante",foto
2025-06-06,pranzo,patate_dolci,250,"patate dolci con couscous e peperoni",foto
2025-06-06,pranzo,couscous,90,,foto
2025-06-06,pranzo,peperoni,120,,foto
2025-06-06,spuntino,torta_semplice,110,"fetta di torta ai mirtilli con il caffe' durante un giro in bici",foto
2025-06-06,spuntino,caffe_espresso,1,,foto
2025-06-07,pranzo,pizza_base,1,"pizza con prosciutto cotto, funghi e mozzarella",foto
2025-06-07,pranzo,prosciutto_cotto,60,,foto
2025-06-07,pranzo,funghi,80,,foto
2025-06-07,pranzo,mozzarella,80,,foto
2025-06-07,cena,pasta_semola,120,"spaghetti al pomodoro con formaggio grattugiato",foto
2025-06-07,cena,passata_pomodoro,150,,foto
2025-06-07,cena,grana_padano,25,,foto
2025-06-07,spuntino,cornetto_crema,1,"millefoglie con frutti di bosco e cappuccino",foto
2025-06-07,spuntino,cappuccino,1,,foto
2025-06-08,pranzo,fagioli_cannellini,200,"fagioli in umido con carote, spinaci gratinati e pane di segale",foto
2025-06-08,pranzo,carote,120,,foto
